aspect,description,sentiment,Sentiment
fuck,main,0.16666666666666666,Positive
part,private,0.0,Neutral
game,bad,-0.6999999999999998,Negative
game,oven,0.0,Neutral
map,easy,0.43333333333333335,Positive
player,hardcore,0.0,Neutral
game,same,0.0,Neutral
grab,very beloved,0.9099999999999999,Positive
pop,laughable,-0.5,Negative
care,free,0.4,Positive
survival,big,0.0,Neutral
player,close,0.0,Neutral
system,third,0.0,Neutral
hell,fun,0.3,Positive
improvement,great,0.8,Positive
game,sick,-0.7142857142857143,Negative
game,open,0.0,Neutral
campaign,great,0.8,Positive
camping,easier,0.0,Neutral
game,crash,0.0,Neutral
multiplayer,really good,0.7,Positive
guy,golden,0.3,Positive
crash,less,-0.16666666666666666,Negative
warfare,last,0.0,Neutral
masterpiece,graphically beautiful,0.85,Positive
raid,future,0.0,Neutral
multiplayer,balanced,0.0,Neutral
con,big,0.0,Neutral
ward,big,0.0,Neutral
gun,powerful,0.3,Positive
map,previous,-0.16666666666666666,Negative
game,perfect,1.0,Positive
game,full,0.35,Positive
play,awful,-1.0,Negative
glitching,graphic,0.0,Neutral
gaming,boring,-1.0,Negative
rest,delete,0.0,Neutral
game,good,0.7,Positive
game,enjoyable,0.5,Positive
gun,constant,0.0,Neutral
fix,major,0.0625,Positive
one,worth,0.3,Positive
mission,bad,-0.6999999999999998,Negative
game,unlock,0.0,Neutral
audio,great,0.8,Positive
crash,good,0.7,Positive
mode,basic,0.0,Neutral
issue,few,-0.2,Negative
flicker,constant,0.0,Neutral
game,sure,0.5,Positive
weapon,good,0.7,Positive
freak,very upsetting,0.2,Positive
system,cumbersome,0.0,Neutral
gutte,solo,0.0,Neutral
campaign,special,0.35714285714285715,Positive
game,steal,0.0,Neutral
multiplayer,bad,-0.6999999999999998,Negative
game,more,0.5,Positive
copy,lacklustre,0.0,Neutral
repeal,deny,0.0,Neutral
multiplayer,pretty good,0.475,Positive
audio,bad,-0.6999999999999998,Negative
people,potential,0.0,Neutral
person,single,-0.07142857142857142,Negative
way,over powered,0.0,Neutral
play,great,0.8,Positive
cheat,sad,-0.5,Negative
lobby,old,0.1,Positive
game,bad,-0.6999999999999998,Negative
game,unpolishe,0.0,Neutral
grind,long,-0.05,Negative
launcher,last,0.0,Neutral
lack,crazy,-0.6,Negative
game,awkward,-0.6,Negative
play,repetitive,-0.25,Negative
effort,stunning,0.5,Positive
game,heavily discount,-0.2,Negative
game,bad,-0.6999999999999998,Negative
system,terrible,-1.0,Negative
system,terrible,-1.0,Negative
game,terrible,-1.0,Negative
hassle,proper,0.0,Neutral
one,modern,0.2,Positive
rest,solid,0.0,Neutral
racism,grown,0.0,Neutral
crash,random,-0.5,Negative
campaign,great,0.8,Positive
game,hardcore,0.0,Neutral
game,graphical,0.0,Neutral
scope,weird,-0.5,Negative
campaign,sweet,0.35,Positive
multiplayer,well alive,0.1,Positive
map,great,0.8,Positive
crash,impossible,-0.6666666666666666,Negative
progression,complete,0.1,Positive
gun,horrible,-1.0,Negative
assist,whole,0.2,Positive
assist,high,0.16,Positive
registration,single,-0.07142857142857142,Negative
pile,hot,0.25,Positive
game,modern,0.2,Positive
game,smooth,0.4,Positive
play,good,0.7,Positive
asap,lose,0.0,Neutral
gunplay,awful,-1.0,Negative
game,so good,0.7,Positive
multiplayer,low,0.0,Neutral
movement,private,0.0,Neutral
game,fun,0.3,Positive
campaign,cancerous,0.0,Neutral
crash,annoying,-0.8,Negative
mission,familiar,0.375,Positive
patch,most,0.5,Positive
map,few,-0.2,Negative
fuck,little,-0.1875,Negative
comment,fucking,-0.6,Negative
campaign,good,0.7,Positive
game,good,0.7,Positive
amount,unwarranted,0.0,Neutral
game,hard,-0.2916666666666667,Negative
game,at least,-0.3,Negative
player,underhanded,0.0,Neutral
campaign,traditional,0.0,Neutral
multiplayer,very mediocre,-0.65,Negative
campaign,decently good,0.7,Positive
game,beta,0.0,Neutral
campaign,really good,0.7,Positive
lag,spike,0.0,Neutral
map,well swell,0.0,Neutral
game,too buggy,0.0,Neutral
problem,toxic,0.0,Neutral
match,drunk,-0.5,Negative
crash,then maybe ill,-0.5,Negative
people,rather uninstall,0.0,Neutral
sem,pro,0.0,Neutral
uncle,paralysed,0.0,Neutral
lack,other,-0.125,Negative
mw2,good,0.7,Positive
game,great,0.8,Positive
launch,complete,0.1,Positive
lot,really bad,-0.6999999999999998,Negative
pc,ultra,0.0,Neutral
stop,tired,-0.4,Negative
map,overall,0.0,Neutral
campaign,as good,0.7,Positive
multiplayer,excellent,1.0,Positive
mode,short,0.0,Neutral
garbage,disable,0.0,Neutral
game,unplayable,-0.4,Negative
multiplayer,weird,-0.5,Negative
game,finished,0.0,Neutral
issue,small,-0.25,Negative
feature,main,0.16666666666666666,Positive
call,previous,-0.16666666666666666,Negative
spawn,whole,0.2,Positive
gnu,awesome,1.0,Positive
people,super dramatic,-0.04999999999999999,Negative
game,most,0.5,Positive
game,unplayable,-0.4,Negative
game,least,-0.3,Negative
animation,super,0.3333333333333333,Positive
design,pretty solid,0.125,Positive
word,good,0.7,Positive
slide,nice,0.6,Positive
sbr209,too dunk,0.0,Neutral
drag,effective,0.6,Positive
map,kill,0.0,Neutral
model,of laughable,-0.5,Negative
mission,fun,0.3,Positive
style,new,0.13636363636363635,Positive
card,next,0.0,Neutral
matchmaking,single,-0.07142857142857142,Negative
track,come,0.0,Neutral
map,real,0.2,Positive
spawn,terrible,-1.0,Negative
code,terrible,-1.0,Negative
74u,good,0.7,Positive
game,amazing,0.6000000000000001,Positive
campaign,great,0.8,Positive
level,traditional,0.0,Neutral
game,fun,0.3,Positive
launch,complete,0.1,Positive
multiplayer,constant,0.0,Neutral
crash,unacceptable,0.0,Neutral
game,awesome,1.0,Positive
cod,old,0.1,Positive
cod,really happy,0.8,Positive
game,unstable,0.0,Neutral
game,wrong,-0.5,Negative
game,good,0.7,Positive
game,right,0.2857142857142857,Positive
hawk,generic,0.0,Neutral
play,less,-0.16666666666666666,Negative
map,old,0.1,Positive
franchise,so popular,0.6,Positive
game,buggy,0.0,Neutral
lobby,fun,0.3,Positive
mission,stealth,0.0,Neutral
multiplayer,bad,-0.6999999999999998,Negative
game,great,0.8,Positive
name,more,0.5,Positive
one,enjoyable,0.5,Positive
part,worth,0.3,Positive
lobby,fucking,-0.6,Negative
pc,great,0.8,Positive
match,worth,0.3,Positive
game,flawless,1.0,Positive
campaign,okay,0.5,Positive
game,other,-0.125,Negative
hope,smooth,0.4,Positive
care,free,0.4,Positive
survival,big,0.0,Neutral
vanguard,cold,-0.6,Negative
battle,own,0.6,Positive
launch,completely new,0.13636363636363635,Positive
crash,long,-0.05,Negative
game,great,0.8,Positive
storytelle,inaccurate,0.0,Neutral
adjustment,past,-0.25,Negative
fun,worth,0.3,Positive
gun,fantastic,0.4,Positive
campaign,decent,0.16666666666666666,Positive
multiplayer,immaculate,0.0,Neutral
campaign,nonsensical,0.0,Neutral
writing,terrible,-1.0,Negative
multiplayer,fun,0.3,Positive
game,near impossible,-0.2833333333333333,Negative
match,real,0.2,Positive
game,good,0.7,Positive
bug,incredibly frustrating,-0.4,Negative
company,unfinished,0.0,Neutral
game,ready,0.2,Positive
game,kid,0.0,Neutral
campaign,great,0.8,Positive
amount,inconsistent,0.0,Neutral
control,smooth,0.4,Positive
alejandro,terrible,-1.0,Negative
shield,breaking,0.0,Neutral
people,useless,-0.5,Negative
game,old,0.1,Positive
game,less,-0.16666666666666666,Negative
call,fun,0.3,Positive
campaign,annoying,-0.8,Negative
game,pretty good,0.475,Positive
game,wrong,-0.5,Negative
mission,original,0.375,Positive
player,good,0.7,Positive
coop,early,0.1,Positive
cycle,big,0.0,Neutral
war,new,0.13636363636363635,Positive
game,current,0.0,Neutral
game,simple,0.0,Neutral
game,casual,-0.5000000000000001,Negative
cod,bad,-0.6999999999999998,Negative
world,well,0.0,Neutral
game,original,0.375,Positive
grind,crazy,-0.6,Negative
game,so annoying,-0.8,Negative
op,low,0.0,Neutral
game,reboot,0.0,Neutral
game,bad,-0.6999999999999998,Negative
game,really good,0.7,Positive
campaign,few,-0.2,Negative
world,toxic,0.0,Neutral
game,great,0.8,Positive
game,worth,0.3,Positive
game,few,-0.2,Negative
game,huge,0.4000000000000001,Positive
game,bad,-0.6999999999999998,Negative
thing,only,0.0,Neutral
story,great,0.8,Positive
gun,nice,0.6,Positive
shotgun,good,0.7,Positive
weapon,same,0.0,Neutral
work,worth,0.3,Positive
story,dead,-0.2,Negative
game,boring,-1.0,Negative
fuck,good,0.7,Positive
multiplayer,fun,0.3,Positive
menu,old,0.1,Positive
update,unplayable,-0.4,Negative
time,inconsistent,0.0,Neutral
grind,good,0.7,Positive
player,casual,-0.5000000000000001,Negative
game,awful,-1.0,Negative
game,many,0.5,Positive
game,unfinished,0.0,Neutral
people,constant,0.0,Neutral
system,different,0.0,Neutral
hull,damn,0.0,Neutral
game,fun,0.3,Positive
game,unplayable,-0.4,Negative
game,unplayable,-0.4,Negative
game,recent,0.0,Neutral
campaign,good,0.7,Positive
system,new,0.13636363636363635,Positive
point,true,0.35,Positive
play,really good,0.7,Positive
animation,fantastic,0.4,Positive
player,own,0.6,Positive
map,more balanced,0.5,Positive
progress,least,-0.3,Negative
player,too quick,0.3333333333333333,Positive
mean,rewarding,0.5,Positive
game,more,0.5,Positive
person,illegal,-0.5,Negative
bot,able,0.5,Positive
game,didst,0.0,Neutral
sniper,good,0.7,Positive
multiplayer,solid,0.0,Neutral
op,forgettable,-0.5,Negative
crashing,constant,0.0,Neutral
mine,single,-0.07142857142857142,Negative
game,completely stable,0.1,Positive
mw2,kill,0.0,Neutral
talk,mw2,0.0,Neutral
crash,able,0.5,Positive
reinstall,such,0.0,Neutral
fact,absolute,0.2,Positive
graphic,astounding,0.6,Positive
friend,so bad,-0.6999999999999998,Negative
campaign,fun,0.3,Positive
amount,tolerable,0.0,Neutral
save,whole,0.2,Positive
game,too expensive,-0.5,Negative
player,so broken,-0.4,Negative
game,possible,0.0,Neutral
game,even playable,0.0,Neutral
game,basically early,0.1,Positive
graphic,amazing,0.6000000000000001,Positive
multiplayer,bad,-0.6999999999999998,Negative
system,wrong,-0.5,Negative
gazette,past,-0.25,Negative
mw2,big,0.0,Neutral
crash,top,0.5,Positive
curry,large,0.21428571428571427,Positive
scatter,friendly,0.375,Positive
game,genuinely good,0.7,Positive
wince,modern,0.2,Positive
gunplay,well accent,0.0,Neutral
game,unplayable,-0.4,Negative
feature,great,0.8,Positive
game,graphic,0.0,Neutral
game,full,0.35,Positive
fact,more hilarious,0.5,Positive
campaign,instant,0.0,Neutral
game,total,0.0,Neutral
game,shitty,0.0,Neutral
layout,confusing,-0.3,Negative
lobby,kinda funny,0.25,Positive
call,bad,-0.6999999999999998,Negative
spawn,just terrible,-1.0,Negative
game,great,0.8,Positive
level,useless,-0.5,Negative
people,sweet,0.35,Positive
game,really worried,0.2,Positive
campaign,fun,0.3,Positive
game,good,0.7,Positive
crashing,constant,0.0,Neutral
game,other,-0.125,Negative
fallout,insane,-1.0,Negative
game,good,0.7,Positive
game,worth,0.3,Positive
game,refund,0.0,Neutral
game,unplayable,-0.4,Negative
game,good,0.7,Positive
game,other,-0.125,Negative
game,very addictive,0.0,Neutral
level,quite frustrating,-0.4,Negative
kid,about,0.0,Neutral
game,bad,-0.6999999999999998,Negative
feature,miss,0.0,Neutral
pc,great,0.8,Positive
campaign,really good,0.7,Positive
game,unfinished,0.0,Neutral
controller,ridiculous,-0.3333333333333333,Negative
player,unable,-0.5,Negative
complaint,occasional,0.0,Neutral
story,outstanding,0.5,Positive
ghost,live,0.13636363636363635,Positive
people,even def,0.0,Neutral
incompetence,comical,0.5,Positive
player,future,0.0,Neutral
store,mobile,0.0,Neutral
play,top,0.5,Positive
system,awesome,1.0,Positive
person,properly third,0.0,Neutral
lot,open,0.0,Neutral
company,awful,-1.0,Negative
resource,hog,0.0,Neutral
reality,modern,0.2,Positive
one,atrocious,-0.7,Negative
graphic,good,0.7,Positive
system,tactile,0.0,Neutral
gunfight,amazing,0.6000000000000001,Positive
expectation,even low,0.0,Neutral
grind,very enjoyable,0.65,Positive
story,real,0.2,Positive
dialogue,natural,0.1,Positive
soap,amazing,0.6000000000000001,Positive
mechanic,overall,0.0,Neutral
game,big,0.0,Neutral
game,unplayable,-0.4,Negative
crash,embarrassing,0.0,Neutral
driver,previous,-0.16666666666666666,Negative
game,past,-0.25,Negative
game,too bad,-0.6999999999999998,Negative
fun,maybe more,0.5,Positive
diversity,very fun,0.39,Positive
developer,quick,0.3333333333333333,Positive
couple,decent,0.16666666666666666,Positive
game,solid,0.0,Neutral
game,single,-0.07142857142857142,Negative
computer,stable,0.0,Neutral
gun,unlucky,0.0,Neutral
voice,bullshit,0.0,Neutral
battle,micro,0.0,Neutral
game,low,0.0,Neutral
campaign,horrible,-1.0,Negative
campaign,trash,0.0,Neutral
mission,enough bad,-0.3499999999999999,Negative
trilogy,least,-0.3,Negative
game,perfect,1.0,Positive
week,other,-0.125,Negative
game,just fun,0.3,Positive
crossing,pretty enjoyable,0.375,Positive
silk,virtual,0.0,Neutral
pen,large,0.21428571428571427,Positive
str,else former,0.0,Neutral
change,good,0.7,Positive
game,real,0.2,Positive
game,good,0.7,Positive
game,american,0.0,Neutral
mode,3rd,0.0,Neutral
lot,viable,0.0,Neutral
map,unfinished,0.0,Neutral
map,sluggish,0.0,Neutral
game,single,-0.07142857142857142,Negative
game,corrupt,-0.5,Negative
game,i76700k,0.0,Neutral
game,awesome,1.0,Positive
campaign,modern,0.2,Positive
multiplayer,fun,0.3,Positive
gun,nice,0.6,Positive
rest,average,-0.15,Negative
graphic,awesome,1.0,Positive
game,horrible,-1.0,Negative
system,awful,-1.0,Negative
reason,other,-0.125,Negative
activity,suspicious,0.0,Neutral
people,false,-0.4000000000000001,Negative
repeat,run,0.0,Neutral
system,full,0.35,Positive
review,currently unavailable,0.0,Neutral
bunch,same,0.0,Neutral
gamer,absolute,0.2,Positive
game,worth,0.3,Positive
act,whole,0.2,Positive
stability,abysmal,0.0,Neutral
list,bannersprestigeunique,0.0,Neutral
one,obvious,0.0,Neutral
momentum,terrible,-1.0,Negative
bison,incendiary,0.0,Neutral
system,amazing,0.6000000000000001,Positive
game,real,0.2,Positive
file,much,0.2,Positive
match,casual,-0.5000000000000001,Negative
customization,poor,-0.4,Negative
campaign,great,0.8,Positive
record,second,0.0,Neutral
patch,sad,-0.5,Negative
cod,good,0.7,Positive
campaign,absolute,0.2,Positive
multiplayer,bad,-0.6999999999999998,Negative
player,close,0.0,Neutral
weapon,other,-0.125,Negative
game,amazing,0.6000000000000001,Positive
instability,big,0.0,Neutral
lot,anti,0.0,Neutral
game,great,0.8,Positive
game,fun,0.3,Positive
game,as simple,0.0,Neutral
play,surprisingly lacklustre,0.7,Positive
game,unfinished,0.0,Neutral
game,early,0.1,Positive
game,good,0.7,Positive
campaign,fun,0.3,Positive
class,5th,0.0,Neutral
game,crash,0.0,Neutral
multiplayer,single,-0.07142857142857142,Negative
gunplay,pretty good,0.475,Positive
place,good,0.7,Positive
game,graphic,0.0,Neutral
campaign,mini,0.0,Neutral
effect,good,0.7,Positive
story,interested,0.25,Positive
game,constant,0.0,Neutral
crash,modern,0.2,Positive
game,fun,0.3,Positive
game,wrong,-0.5,Negative
pace,right,0.2857142857142857,Positive
game,new,0.13636363636363635,Positive
game,really bad,-0.6999999999999998,Negative
weapon,well,0.0,Neutral
sniping,great,0.8,Positive
multiplayer,awful,-1.0,Negative
cyberpunk,unfinished,0.0,Neutral
multiplayer,actually too good,0.35,Positive
server,few,-0.2,Negative
game,smooth,0.4,Positive
level,frustrating,-0.4,Negative
progression,verge,0.0,Neutral
perk,meta,0.0,Neutral
menu,confusing,-0.3,Negative
reason,straight,0.2,Positive
leg,fast,0.2,Positive
luck,blue,0.0,Neutral
level,whole,0.2,Positive
progression,free,0.4,Positive
selection,obsolete,0.0,Neutral
optimisation,iffy,0.0,Neutral
server,australian,0.0,Neutral
map,good,0.7,Positive
map,dead,-0.2,Negative
thing,small,-0.25,Negative
game,visual,0.0,Neutral
company,damn,0.0,Neutral
level,dumb,-0.375,Negative
launcher,top,0.5,Positive
game,worth,0.3,Positive
compare,small,-0.25,Negative
camping,less,-0.16666666666666666,Negative
gun,pretty damn good,0.475,Positive
d,mostly good,0.7,Positive
sim,bad,-0.6999999999999998,Negative
game,bug free,0.4,Positive
cinematic,well,0.0,Neutral
pc,well,0.0,Neutral
amount,excited,0.375,Positive
game,comfortable,0.4,Positive
campaign,nice,0.6,Positive
multiplayer,old,0.1,Positive
doz,most,0.5,Positive
game,very fun,0.39,Positive
game,super fun,0.31666666666666665,Positive
game,just frustrating,-0.4,Negative
movement,previous,-0.16666666666666666,Negative
gun,big,0.0,Neutral
game,major,0.0625,Positive
hacker,so many,0.5,Positive
campaign,decent,0.16666666666666666,Positive
multiplayer,bad,-0.6999999999999998,Negative
grind,past,-0.25,Negative
profile,pretty meh,0.25,Positive
campaign,stick,0.0,Neutral
call,racist,0.0,Neutral
campaign,least,-0.3,Negative
game,more expensive,0.0,Neutral
cost,just high,0.16,Positive
people,possible,0.0,Neutral
play,fine,0.4166666666666667,Positive
game,worth,0.3,Positive
game,many,0.5,Positive
game,great,0.8,Positive
map,bad,-0.6999999999999998,Negative
map,good,0.7,Positive
point,bad,-0.6999999999999998,Negative
attention,incredible,0.9,Positive
coop,small,-0.25,Negative
price,little,-0.1875,Negative
product,lacklustre,0.0,Neutral
campaign,good,0.7,Positive
ward,low,0.0,Neutral
mind,last,0.0,Neutral
people,good,0.7,Positive
website,different,0.0,Neutral
campaign,past,-0.25,Negative
multiplayer,high,0.16,Positive
grind,solid,0.0,Neutral
streak,fun,0.3,Positive
game,worth,0.3,Positive
crash,that bad,-0.6999999999999998,Negative
complaint,literal,0.0,Neutral
player,so strong,0.4333333333333333,Positive
play,mediocre,-0.5,Negative
map,completely uninspired,-0.5,Negative
map,constant,0.0,Neutral
map,just boring,-1.0,Negative
shield,also insanely annoying,-0.8,Negative
hell,annoying,-0.8,Negative
map,stale,-0.5,Negative
hour,safe,0.5,Positive
game,high,0.16,Positive
rest,other,-0.125,Negative
game,worth,0.3,Positive
multiplayer,complete,0.1,Positive
matchmaking,hate,-0.8,Negative
kid,full,0.35,Positive
stack,other,-0.125,Negative
game,fair,0.7,Positive
campaign,awesome,1.0,Positive
play,phenomenal,0.5,Positive
lot,real,0.2,Positive
game,good,0.7,Positive
player,pretty equal,0.125,Positive
sound,top,0.5,Positive
mission,objective,0.0,Neutral
skill,old,0.1,Positive
program,flawless,1.0,Positive
vision,anti,0.0,Neutral
vision,multiple,0.0,Neutral
bot,hard,-0.2916666666666667,Negative
mission,mw2,0.0,Neutral
game,most,0.5,Positive
window,acceptable,0.0,Neutral
game,full,0.35,Positive
menu,awful,-1.0,Negative
size,wrong,-0.5,Negative
balance,enough,0.0,Neutral
game,modern,0.2,Positive
way,only,0.0,Neutral
coder,good,0.7,Positive
slur,neat,0.0,Neutral
game,graphic,0.0,Neutral
crash,low,0.0,Neutral
game,more,0.5,Positive
lot,winnable,0.0,Neutral
beta,good,0.7,Positive
vision,metric,0.0,Neutral
community,mostly toxic,0.5,Positive
spawn,terrible,-1.0,Negative
community,nice,0.6,Positive
player,actually nice,0.6,Positive
win10,pro,0.0,Neutral
h1i,free,0.4,Positive
ball,tough,-0.3888888888888889,Negative
campaign,whole,0.2,Positive
money,alone worth,0.3,Positive
graphic,amazing,0.6000000000000001,Positive
play,good,0.7,Positive
plot,more expansive,0.5,Positive
buildup,great,0.8,Positive
mission,main,0.16666666666666666,Positive
star,complete,0.1,Positive
person,playable,0.0,Neutral
mission,single,-0.07142857142857142,Negative
camping,rough,-0.1,Negative
game,more,0.5,Positive
movement,old,0.1,Positive
bug,pretty bad,-0.22499999999999992,Negative
cheat,too sensitive,0.1,Positive
camping,tactical,0.0,Neutral
war,royal,0.0,Neutral
go,very similar,0.0,Neutral
escape,difficult,-0.5,Negative
guess,casual,-0.5000000000000001,Negative
mw2,highly likely,0.0,Neutral
bug,patch,0.0,Neutral
game,most,0.5,Positive
aspect,ridiculous,-0.3333333333333333,Negative
game,unplayable,-0.4,Negative
game,unplayable,-0.4,Negative
map,low,0.0,Neutral
make,good,0.7,Positive
game,potential,0.0,Neutral
map,too big,0.0,Neutral
call,good,0.7,Positive
game,more,0.5,Positive
love,able,0.5,Positive
match,local,0.0,Neutral
wall,invisible,0.0,Neutral
game,even old,0.1,Positive
game,terrible,-1.0,Negative
issue,negative,-0.3,Negative
result,outstanding,0.5,Positive
gunplay,real,0.2,Positive
map,incredibly bad,-0.6999999999999998,Negative
game,pro,0.0,Neutral
game,many,0.5,Positive
story,sneaky,0.0,Neutral
work,generally flawless,1.0,Positive
lobby,obvious,0.0,Neutral
game,bad,-0.6999999999999998,Negative
warfare,advanced,0.4,Positive
match,well,0.0,Neutral
campaign,first,0.25,Positive
mechanic,great,0.8,Positive
movement,previous,-0.16666666666666666,Negative
movement,more sluggish,0.5,Positive
sound,sublime,0.0,Neutral
explode,just perfect,1.0,Positive
number,live,0.13636363636363635,Positive
driver,really bad,-0.6999999999999998,Negative
friend,same,0.0,Neutral
vision,little,-0.1875,Negative
void,black,-0.16666666666666666,Negative
leader,infinite,0.0,Neutral
h1i,honest,0.6,Positive
update,16th,0.0,Neutral
game,great,0.8,Positive
doritos,good,0.7,Positive
customizing,ill,-0.5,Negative
player,pretty shit,0.024999999999999994,Positive
campaign,different,0.0,Neutral
game,stable,0.0,Neutral
game,low,0.0,Neutral
game,fun,0.3,Positive
attachment,pro,0.0,Neutral
camp,previous,-0.16666666666666666,Negative
gun,due,-0.125,Negative
argument,amusing,0.6,Positive
studio,full,0.35,Positive
game,importantly fun,0.3,Positive
people,polish,0.0,Neutral
opinion,wrong,-0.5,Negative
gun,more,0.5,Positive
release,absolutely abysmal,0.2,Positive
game,terrible,-1.0,Negative
game,laughable,-0.5,Negative
game,many,0.5,Positive
people,low,0.0,Neutral
game,legal,0.2,Positive
campaign,decent,0.16666666666666666,Positive
experience,bad,-0.6999999999999998,Negative
multiplayer,other,-0.125,Negative
call,toxic,0.0,Neutral
map,confusing,-0.3,Negative
part,bad,-0.6999999999999998,Negative
callback,genuine,0.4,Positive
implementation,as standard,0.0,Neutral
game,scathing,-0.6,Negative
crashing,really fun,0.3,Positive
shield,insane,-1.0,Negative
play,other,-0.125,Negative
half,odd,-0.16666666666666666,Negative
people,online angry,-0.5,Negative
game,good,0.7,Positive
game,unplayable,-0.4,Negative
crash,mid,0.0,Neutral
artefact,key,0.0,Neutral
game,sorry,-0.5,Negative
issue,random,-0.5,Negative
half,major,0.0625,Positive
campaign,well,0.0,Neutral
campaign,literally front,0.0,Neutral
master,fun,0.3,Positive
system,absolutely abysmal,0.2,Positive
part,willing,0.25,Positive
gun,other,-0.125,Negative
map,well,0.0,Neutral
game,next,0.0,Neutral
map,other,-0.125,Negative
campaign,stuck,0.0,Neutral
menu,terrible,-1.0,Negative
system,fucking,-0.6,Negative
texture,certain,0.21428571428571427,Positive
people,good,0.7,Positive
game,absolutely atrocious,-0.7,Negative
reason,bad,-0.6999999999999998,Negative
friend,few,-0.2,Negative
lack,steep,0.0,Neutral
game,good,0.7,Positive
crash,always fumble,0.0,Neutral
step,next,0.0,Neutral
game,competitive,0.0,Neutral
assist,cheat,0.0,Neutral
wife,good,0.7,Positive
game,again close,0.0,Neutral
game,happy,0.8,Positive
game,other,-0.125,Negative
controller,insane,-1.0,Negative
design,long,-0.05,Negative
cod,also really hilarious,0.5,Positive
talk,glad,0.5,Positive
campaign,mid,0.0,Neutral
system,totally worth,0.3,Positive
look,happy,0.8,Positive
part,good,0.7,Positive
game,overpriced,0.0,Neutral
progression,even bad,-0.6999999999999998,Negative
lot,kinda neat,0.0,Neutral
meta,full,0.35,Positive
message,disconnect,0.0,Neutral
ping,low,0.0,Neutral
game,right,0.2857142857142857,Positive
people,glitchy,0.0,Neutral
jade,modern,0.2,Positive
game,cheat,0.0,Neutral
game,frequent,0.1,Positive
scheme,whole,0.2,Positive
thing,pro,0.0,Neutral
player,average,-0.15,Negative
fun,so fast,0.2,Positive
play,at least,-0.3,Negative
campaign,special,0.35714285714285715,Positive
addition,decent,0.16666666666666666,Positive
vision,fucking,-0.6,Negative
love,crusty,0.0,Neutral
type,solid,0.0,Neutral
game,few,-0.2,Negative
one,nice,0.6,Positive
sex,gay,0.4166666666666667,Positive
nut,afraid,-0.6,Negative
game,good,0.7,Positive
game,bad,-0.6999999999999998,Negative
game,true,0.35,Positive
game,as bad,-0.6999999999999998,Negative
crash,bad,-0.6999999999999998,Negative
game,other,-0.125,Negative
way,other,-0.125,Negative
game,worth,0.3,Positive
game,lethal,0.0,Neutral
game,good,0.7,Positive
style,straight,0.2,Positive
update,graphic,0.0,Neutral
pile,worth,0.3,Positive
game,great,0.8,Positive
player,other,-0.125,Negative
map,bad,-0.6999999999999998,Negative
customization,third,0.0,Neutral
fun,old,0.1,Positive
person,shooter,0.0,Neutral
board,amazing,0.6000000000000001,Positive
weapon,fun,0.3,Positive
mode,fun,0.3,Positive
fuck,little,-0.1875,Negative
comment,fucking,-0.6,Negative
boy,open,0.0,Neutral
crash,great,0.8,Positive
game,great,0.8,Positive
game,ill,-0.5,Negative
one,black,-0.16666666666666666,Negative
game,unfair,-0.5,Negative
assist,break,0.0,Neutral
break,break,0.0,Neutral
map,well mediocre,-0.5,Negative
system,tedious,-0.5,Negative
grip,other,-0.125,Negative
camp,right,0.2857142857142857,Positive
biscuit,terrible,-1.0,Negative
assist,absolutely absurd,-0.5,Negative
movement,stellar,0.25,Positive
graphic,vast,0.0,Neutral
technology,different,0.0,Neutral
story,strong,0.4333333333333333,Positive
campaign,very fun,0.39,Positive
thing,interesting,0.5,Positive
multiplayer,too bad,-0.6999999999999998,Negative
customization,fantastic,0.4,Positive
game,classic,0.16666666666666666,Positive
campaign,very fun,0.39,Positive
matchmaking,redundant,-0.2,Negative
ward,simple,0.0,Neutral
man,normal,0.15,Positive
game,bad,-0.6999999999999998,Negative
concept,terrible,-1.0,Negative
product,more,0.5,Positive
experience,more,0.5,Positive
game,fun,0.3,Positive
game,different,0.0,Neutral
gold,unlocked,0.0,Neutral
warfare,first,0.25,Positive
warfare,sixth,0.0,Neutral
game,enjoyable,0.5,Positive
spawn,free,0.4,Positive
people,hot,0.25,Positive
call,bad,-0.6999999999999998,Negative
game,past,-0.25,Negative
campaign,beautiful,0.85,Positive
campaign,awesome,1.0,Positive
character,inconsistent,0.0,Neutral
assist,sure,0.5,Positive
thing,assistant,0.0,Neutral
enemy,competitive,0.0,Neutral
round,incendiary,0.0,Neutral
remove,fucking,-0.6,Negative
slide,more,0.5,Positive
dive,entire,0.0,Neutral
levelling,great,0.8,Positive
design,square,0.0,Neutral
vehicle,probably too much,0.2,Positive
mode,fun,0.3,Positive
map,good,0.7,Positive
launch,unplayable,-0.4,Negative
game,unplayable,-0.4,Negative
campaign,high,0.16,Positive
enemy,multiple,0.0,Neutral
multiplayer,good,0.7,Positive
gun,good,0.7,Positive
excitement,fairly good,0.7,Positive
side,large,0.21428571428571427,Positive
mode,least,-0.3,Negative
mode,real,0.2,Positive
vehicle,almost useless,-0.5,Negative
game,meta,0.0,Neutral
h1this,long,-0.05,Negative
campaign,very enjoyable,0.65,Positive
game,stunning,0.5,Positive
achievement,extremely rewarding,0.5,Positive
mission,available,0.4,Positive
mission,easy,0.43333333333333335,Positive
achievement,last,0.0,Neutral
mode,extra,0.0,Neutral
movement,slow,-0.30000000000000004,Negative
movement,lovely,0.5,Positive
execution,so good,0.7,Positive
game,estonian,0.0,Neutral
gun,lock,0.0,Neutral
gun,different,0.0,Neutral
